,team,TotalElo,HomeTotalElo,HomeWins,AwayWins,AwayTotalElo,HomeAttackElo,HomeDefenseElo,AwayAttackElo,AwayDefenseElo,AttHS,AttHST,AttHC,AttHF,AttHY,AttHR,AttFTHG,AttHTHG,AttCHS,AttCHST,AttCHC,AttCHF,AttCHY,AttCHR,AttCFTHG,AttCHTHG,AttAS,AttAST,AttAC,AttAF,AttAY,AttAR,AttFTAG,AttHTAG,AttCAS,AttCAST,AttCAC,AttCAF,AttCAY,AttCAR,AttCFTAG,AttCHTAG,ser
110,Dundee United,4.9,6.0,A,A,3.8,4.5,7.0,2,5.0,11.25,4.0,5.42,11.17,2.75,0.0,1.33,0.42,12.25,3.92,4.58,10.5,2.08,0.33,1.0,0.42,12.15,3.85,3.85,11.46,2.31,0.08,1.23,0.23,15.77,4.54,6.85,8.38,1.15,0.08,1.23,0.46,scotchamp
77,Ein Frankfurt,6.65,8.7,A,A,4.6,9.0,7.5,4.5,5.0,17.36,6.18,6.0,10.73,1.09,0.0,2.64,1.27,11.82,4.73,4.09,9.64,1.64,0.09,1.27,0.55,13.18,5.64,4.55,9.45,2.18,0.09,1.82,0.91,16.64,5.73,6.0,10.27,1.64,0.0,1.36,0.36,bundesliga
12,Elversberg,5.35,4.5,A,A,6.2,4.5,4.5,5.0,7.0,14.82,4.91,6.73,11.27,1.82,0.09,2.09,1.0,15.0,5.45,6.09,13.18,1.45,0.0,2.09,0.55,12.3,4.8,5.7,9.6,2.5,0.1,1.5,0.5,12.5,3.7,6.8,11.9,2.5,0.2,0.7,0.3,bundesliga2
127,Empoli,2.6,1.4,A,A,3.8,0,7.0,4.0,3.0,8.75,2.83,4.75,14.08,1.08,0.17,0.42,0.17,12.58,3.58,4.92,13.42,1.83,0.08,1.17,0.25,9.77,3.15,4.38,15.85,2.31,0.08,1.31,1.0,16.69,5.0,6.62,12.23,1.0,0.0,1.85,0.69,seriea
97,Espanol,1.75,2.9,A,A,0.6,2,6.5,0,3.0,10.69,3.38,4.15,13.69,2.15,0.0,1.31,0.62,13.23,4.08,5.15,12.85,1.77,0.08,1.08,0.46,8.0,1.55,2.91,14.45,3.09,0.0,0.55,0.09,16.91,6.64,5.91,11.0,1.73,0.0,2.0,1.18,laliga
125,Estoril,3.4,4.0,A,A,2.8,2.5,5.0,2.5,3.0,10.91,3.82,4.73,17.18,3.0,0.0,1.18,0.82,11.0,3.91,5.27,14.18,1.82,0.09,1.27,0.55,9.9,3.4,2.9,14.7,2.3,0.0,1.3,0.6,14.2,5.6,5.8,14.3,1.8,0.1,1.8,0.8,portugal
138,Estrela,3.1,3.5,A,A,2.7,2,4.5,0,4.5,10.0,2.91,3.55,15.09,2.64,0.0,1.36,0.55,13.27,5.27,5.36,15.91,2.0,0.09,1.64,1.0,9.1,2.7,4.4,15.0,2.6,0.1,0.3,0.2,12.3,4.9,7.1,15.8,2.2,0.0,1.6,0.9,portugal
23,Everton,2.75,4.5,A,A,1.0,4,6.5,0,5.0,12.0,4.0,4.31,11.15,1.77,0.15,1.38,0.69,11.31,4.08,5.23,10.23,0.85,0.15,1.15,0.31,9.83,3.08,3.58,12.0,2.33,0.0,0.75,0.67,14.58,4.75,6.75,10.25,1.33,0.0,1.33,0.5,prem
50,Exeter,4.25,4.9,A,A,3.6,2.5,6.5,1.5,5.0,11.27,3.53,5.8,12.67,1.47,0.07,1.4,0.47,13.0,4.33,5.07,12.13,2.2,0.0,1.73,1.13,7.79,2.43,4.57,13.43,2.43,0.14,0.86,0.43,13.43,4.86,5.07,11.07,1.93,0.0,1.43,0.64,leagueOne
1,FC Koln,7.9,8.1,A,A,7.7,9.0,7.5,9.5,6.5,18.91,5.27,6.64,12.64,2.18,0.0,2.0,1.0,9.09,3.18,4.0,9.0,2.45,0.27,1.18,0.45,14.2,5.7,5.9,12.5,2.6,0.0,1.4,1.0,11.3,4.1,5.6,9.9,2.6,0.0,1.2,0.4,bundesliga2
126,Famalicao,4.6,3.9,A,A,5.3,0,6.5,3.5,6.5,10.09,3.0,5.0,12.27,2.18,0.0,0.64,0.36,10.64,3.55,5.18,15.91,2.91,0.0,0.82,0.18,10.8,4.9,4.7,12.3,2.0,0.0,1.5,0.8,11.6,4.9,5.5,15.4,3.2,0.1,1.5,0.8,portugal
127,Farense,2.2,2.6,A,A,1.8,0.5,4,0,3,12.2,3.1,6.1,15.9,2.5,0.1,0.7,0.3,14.1,4.8,4.8,12.2,2.7,0.3,1.7,0.6,8.36,3.0,3.64,14.82,3.0,0.18,0.55,0.27,15.27,4.45,7.45,11.73,2.36,0.09,1.18,0.55,portugal
2,Feyenoord,9.25,9.3,A,A,9.2,9.5,8.5,9.5,8.0,18.3,5.5,7.8,9.4,1.1,0.0,2.1,1.0,7.6,3.3,2.3,12.1,1.6,0.0,1.1,0.5,16.42,6.75,7.42,8.5,1.33,0.08,2.08,0.83,10.25,3.92,3.67,10.42,1.33,0.0,1.25,0.58,ered
138,Fiorentina,6.4,7.8,A,A,5.0,8.0,7.0,4.5,7.0,12.54,5.08,4.85,11.85,1.92,0.0,1.69,0.85,10.77,3.77,4.0,16.46,2.62,0.23,1.15,0.54,11.08,4.08,3.42,11.83,2.17,0.17,1.58,0.92,13.08,4.08,4.25,14.58,2.25,0.17,1.0,0.58,seriea
25,Fleetwood Town,6.4,7.3,A,A,5.5,7.0,7.5,4,6.5,12.75,4.12,5.56,11.12,2.31,0.0,1.19,0.81,9.69,3.25,4.44,11.56,2.38,0.0,0.88,0.44,9.83,3.58,4.75,12.42,2.5,0.0,1.67,0.75,13.0,4.75,5.67,10.83,1.5,0.08,1.75,0.92,leagueTwo
10,For Sittard,4.0,5.1,A,A,2.9,4.5,7.5,2.5,4.5,12.0,3.45,5.73,10.18,1.82,0.09,1.27,0.55,11.27,4.64,4.45,11.18,1.45,0.0,1.73,0.73,10.82,3.82,3.91,11.36,2.0,0.09,1.36,0.64,17.18,6.09,6.55,11.64,1.45,0.18,1.91,0.64,ered
13,Fortuna Dusseldorf,5.25,5.7,A,A,4.8,6.0,5.5,3,6.0,16.27,5.64,6.18,10.18,2.45,0.18,1.73,0.91,14.73,5.82,4.09,8.91,2.36,0.0,1.91,0.45,11.3,4.1,5.1,10.5,2.9,0.0,1.8,0.4,13.5,5.2,6.2,12.0,2.0,0.3,0.9,0.7,bundesliga2
68,Freiburg,4.9,7.9,A,A,1.9,8.0,7.5,1,5.5,13.8,4.9,5.2,9.0,2.1,0.0,1.9,0.9,11.7,3.7,3.9,10.9,1.8,0.0,1.3,0.5,10.0,3.67,3.33,8.67,1.33,0.17,0.83,0.25,14.08,5.67,4.92,9.67,1.75,0.0,1.92,0.67,bundesliga
78,Frosinone,4.15,5.3,A,A,3.0,5,5.5,0,5.0,13.92,4.46,3.85,14.92,1.85,0.15,0.85,0.46,11.31,4.23,4.92,14.77,2.62,0.23,1.46,0.62,11.08,3.5,4.25,15.92,2.75,0.17,0.75,0.25,12.92,4.83,5.0,15.33,2.75,0.0,1.5,0.83,serieb
32,Fulham,6.85,8.3,A,A,5.4,8.5,7.5,5.0,7.0,14.62,5.62,5.54,10.15,2.08,0.08,1.54,0.77,10.0,3.54,4.08,11.77,1.92,0.08,1.46,0.46,14.0,4.08,5.0,12.0,2.33,0.08,1.5,0.33,11.5,4.42,4.83,9.5,2.0,0.17,1.17,0.5,prem
96,Genk,8.55,8.6,A,A,8.5,9.5,8.0,10.0,7.5,16.54,6.15,5.23,8.62,1.15,0.08,2.15,0.77,10.54,3.08,3.62,11.46,2.77,0.31,0.62,0.31,16.33,6.25,5.08,10.33,1.67,0.08,1.75,1.08,12.25,4.17,4.25,10.5,1.92,0.0,1.83,1.0,jupiler
125,Genoa,2.9,3.7,A,A,2.1,3,6.5,1,6.5,12.33,4.08,4.67,12.0,2.0,0.0,1.0,0.17,12.25,4.58,5.17,12.67,2.33,0.0,1.33,0.58,9.67,2.58,3.83,12.92,2.0,0.0,0.83,0.25,13.0,4.25,5.33,11.0,1.5,0.08,1.42,0.5,seriea
106,Gent,4.35,5.4,A,A,3.3,4.5,6.0,1.5,4.5,13.08,5.0,5.58,11.75,1.83,0.08,1.83,1.08,13.58,5.42,5.5,9.67,2.08,0.17,0.92,0.42,11.62,4.0,4.0,10.54,2.54,0.15,1.0,0.38,17.38,6.0,5.85,9.85,2.0,0.0,1.31,0.38,jupiler
98,Getafe,4.0,5.8,A,A,2.2,5.5,7.0,1.5,5.0,12.5,3.33,4.08,16.42,2.75,0.0,0.75,0.33,7.33,1.83,2.75,15.42,3.67,0.0,0.5,0.25,10.92,3.17,3.75,17.08,3.58,0.08,0.92,0.17,12.42,4.42,5.08,12.5,2.5,0.17,1.0,0.58,laliga
131,Gil Vicente,4.9,5.9,A,A,3.9,3.5,7.5,0,6.5,11.4,4.0,4.2,10.4,2.3,0.1,1.6,0.9,13.4,4.4,4.8,15.3,2.8,0.2,1.0,0.3,7.73,2.55,3.09,12.0,1.91,0.27,0.64,0.27,13.82,4.45,6.18,16.45,1.55,0.0,2.0,0.73,portugal
26,Gillingham,5.0,5.8,A,A,4.2,4.0,7.0,0,7.0,11.57,3.43,4.79,12.64,2.14,0.14,1.21,0.29,10.43,3.5,3.5,12.21,2.21,0.07,1.14,0.64,9.64,2.29,3.57,12.14,2.14,0.0,0.57,0.36,12.14,3.86,4.07,9.5,1.5,0.07,1.14,0.43,leagueTwo
104,Girona,5.15,8.1,A,A,2.2,8.0,8.5,1,7.0,12.08,4.33,5.83,10.17,2.0,0.08,1.83,1.0,9.33,3.75,2.83,12.67,2.42,0.17,1.5,0.67,9.08,3.08,4.0,12.0,2.67,0.08,0.83,0.33,13.08,3.75,4.42,12.25,2.33,0.08,1.42,0.58,laliga
7,Go Ahead Eagles,5.65,8.3,A,A,3.0,8.5,7.5,2.5,5.0,16.08,5.67,5.75,9.58,1.0,0.0,2.08,0.83,12.33,3.83,4.75,9.75,1.5,0.08,1.25,0.67,12.4,3.3,4.8,9.6,1.7,0.1,1.5,0.6,17.4,5.3,6.6,8.9,1.4,0.0,1.9,0.9,ered
8,Greuther Furth,5.25,6.0,A,A,4.5,4.5,7.0,4.5,4.5,14.36,3.91,5.27,11.09,1.91,0.18,1.36,0.64,13.45,4.64,4.36,12.0,2.18,0.09,2.0,1.0,12.8,4.3,4.2,11.7,2.8,0.1,1.6,1.0,16.2,6.3,6.1,13.0,3.3,0.2,1.9,1.0,bundesliga2
38,Grimsby,5.65,7.3,A,A,4.0,7.0,7.5,2.5,5.0,12.33,4.4,5.27,10.07,1.53,0.13,1.53,0.67,10.6,3.6,4.67,13.73,2.67,0.0,1.6,0.53,10.4,3.8,3.67,12.8,2.6,0.07,1.27,0.67,14.13,4.93,5.93,12.67,2.47,0.07,1.47,0.93,leagueTwo
1,Groningen,4.25,6.7,A,A,1.8,6.5,7.5,1,5.0,12.27,5.09,6.0,9.09,1.64,0.09,1.09,0.64,10.55,3.27,4.18,10.18,1.55,0.09,0.55,0.18,9.5,3.67,3.33,10.33,1.92,0.25,0.83,0.5,14.83,5.5,5.58,10.17,1.17,0.08,2.17,0.92,ered
136,Guimaraes,6.95,7.2,A,A,6.7,9.0,6,7.0,6.5,13.1,4.6,7.3,14.8,2.3,0.0,2.0,0.8,8.3,3.0,3.7,14.3,3.0,0.1,1.4,0.4,12.27,4.36,6.18,15.09,2.45,0.0,0.91,0.18,9.0,2.82,4.73,14.36,3.18,0.18,1.0,0.55,portugal
15,Hamburg,6.15,7.3,A,A,5.0,8.5,6.5,5,5.0,14.82,5.91,5.09,11.73,2.27,0.09,2.55,1.64,11.82,4.36,6.45,10.91,2.55,0.0,1.09,0.09,13.4,5.3,4.9,12.8,2.9,0.2,1.9,0.7,15.3,4.7,5.2,11.3,2.4,0.1,1.6,0.6,bundesliga2
2,Hannover,5.2,7.4,A,A,3.0,8.0,7.0,1.5,4.0,15.55,5.45,6.09,12.82,2.45,0.09,1.64,0.55,10.27,3.55,3.0,13.0,2.55,0.18,0.82,0.36,11.6,3.3,5.1,13.3,2.1,0.1,1.0,0.5,16.5,5.0,7.5,13.4,2.2,0.0,1.3,0.5,bundesliga2
27,Harrogate,3.85,4.3,A,A,3.4,1,6.5,1,5.0,9.4,2.87,4.87,11.53,1.53,0.07,0.8,0.47,13.93,4.6,6.33,10.4,1.53,0.0,1.4,0.6,9.06,3.06,3.88,12.06,1.69,0.0,0.81,0.31,16.12,4.5,6.25,11.12,1.88,0.0,1.31,0.56,leagueTwo
108,Hearts,6.25,7.1,A,A,5.4,6.5,7.5,3.0,7.0,15.0,4.75,6.75,10.5,1.67,0.0,1.42,0.67,10.0,3.58,4.42,11.42,2.83,0.0,1.17,0.25,11.0,3.38,6.0,11.54,2.38,0.08,1.31,0.46,11.85,4.0,4.85,9.77,1.77,0.08,1.46,0.69,scotchamp
11,Heerenveen,4.4,8.0,A,A,0.8,8.0,8,0,4.0,15.73,5.09,6.36,11.09,1.36,0.0,1.64,0.64,9.73,3.36,3.91,9.09,1.64,0.27,1.0,0.64,11.58,3.58,3.58,11.75,1.58,0.0,0.75,0.33,14.0,7.0,5.0,10.75,0.58,0.0,2.58,1.0,ered
82,Heidenheim,3.75,4.3,A,A,3.2,3.5,7.5,2.5,6.0,12.64,3.91,5.36,11.36,1.0,0.0,0.82,0.36,12.45,4.82,4.82,13.09,2.27,0.09,1.82,0.73,11.0,4.27,2.64,11.73,2.55,0.09,1.45,0.55,13.55,6.09,5.91,11.18,2.45,0.09,2.27,1.18,bundesliga
15,Heracles,3.35,5.8,A,A,0.9,6.0,5.0,0,4.5,14.83,4.75,6.33,11.25,1.83,0.08,1.67,0.83,14.5,5.67,4.75,11.5,1.83,0.17,1.5,0.5,8.55,2.91,3.64,12.64,1.36,0.0,0.73,0.45,16.73,5.91,5.36,11.36,0.82,0.0,2.27,0.91,ered
3,Hertha,6.45,5.8,A,A,7.1,4.0,7.0,8.0,6.5,12.5,4.3,6.2,13.5,2.4,0.0,1.2,0.2,11.1,4.5,4.7,11.0,2.2,0.2,1.8,0.8,13.91,5.55,6.45,12.73,2.82,0.09,1.73,0.64,13.55,3.73,6.0,10.45,2.82,0.18,1.45,0.82,bundesliga2
117,Hibernian,6.6,6.4,A,A,6.8,5.5,7.0,6.5,7.0,12.69,3.92,6.15,10.23,1.62,0.15,1.77,0.77,10.77,4.15,6.69,11.0,2.31,0.23,1.38,0.62,12.83,4.25,5.67,10.67,1.67,0.17,1.17,0.67,12.33,4.0,5.25,9.67,1.75,0.08,1.58,0.75,scotchamp
69,Hoffenheim,4.55,6.9,A,A,2.2,7.0,6.5,1.5,5.0,16.0,5.91,5.82,11.55,1.55,0.09,1.64,0.73,13.55,5.55,4.64,11.45,1.45,0.09,2.36,1.09,10.55,3.82,4.18,11.18,2.55,0.0,1.0,0.45,14.91,4.73,6.36,12.36,2.0,0.09,1.73,1.09,bundesliga
78,Holstein Kiel,3.25,3.3,A,A,3.2,3,4.5,3,4.0,10.45,4.36,3.45,12.27,2.0,0.09,1.45,0.91,16.0,6.09,6.09,12.55,2.64,0.0,2.45,1.45,10.64,4.27,3.55,12.27,2.55,0.18,1.64,0.36,18.27,6.36,7.18,10.0,2.18,0.09,2.73,1.64,bundesliga
61,Huddersfield,7.8,7.9,A,A,7.7,7.0,8.5,9.5,6.5,14.0,4.69,7.62,10.44,1.81,0.06,1.12,0.44,7.94,2.31,3.44,11.5,1.94,0.19,0.81,0.5,13.31,4.92,5.62,11.85,1.92,0.08,1.77,0.85,10.62,3.15,5.54,11.23,1.31,0.0,1.0,0.54,leagueOne
44,Hull,3.25,4.3,A,A,2.2,3.5,7.5,1.5,5.0,12.41,3.94,5.53,11.47,1.35,0.0,1.0,0.53,11.59,4.0,4.71,10.76,2.18,0.0,1.35,0.47,11.07,3.4,4.07,12.6,1.8,0.0,1.0,0.27,14.4,4.33,6.0,10.73,1.87,0.0,1.33,0.6,championship
136,Inter,9.6,9.6,A,A,9.6,10.0,8.0,10.0,8,17.0,6.0,7.83,11.75,1.5,0.0,2.33,1.17,8.75,3.5,2.58,11.5,1.25,0.08,1.17,0.58,14.31,5.31,4.77,10.85,1.46,0.0,2.31,1.0,9.85,3.38,4.08,12.0,1.15,0.08,0.77,0.23,seriea
21,Ipswich,1.7,1.0,A,A,2.4,0,5.0,2,4.0,11.15,3.77,4.23,10.54,2.0,0.08,0.69,0.46,14.08,5.31,6.08,11.54,1.77,0.0,2.0,1.0,6.83,2.92,3.58,12.92,2.75,0.17,1.17,0.67,16.92,6.08,7.58,9.58,1.17,0.08,2.0,1.0,prem
88,Juve Stabia,4.55,5.5,A,A,3.6,5.5,5.5,1.5,5.0,12.08,4.0,5.5,17.0,2.67,0.08,1.33,0.83,12.25,3.75,4.0,15.08,2.5,0.25,1.17,0.42,8.54,3.38,3.38,16.46,3.0,0.08,0.92,0.46,12.23,4.38,5.62,17.69,2.92,0.15,1.15,0.85,serieb
134,Juventus,7.45,8.0,A,A,6.9,8.0,8.0,7.0,6.5,14.92,5.15,6.0,12.85,1.92,0.08,1.69,0.54,8.85,2.31,3.69,10.31,2.08,0.15,0.77,0.38,11.42,4.83,3.67,11.83,1.33,0.0,1.67,0.92,11.83,3.83,6.08,10.5,1.83,0.0,0.92,0.5,seriea
10,Kaiserslautern,5.55,7.2,A,A,3.9,9.0,6.0,3,4.5,15.1,6.2,6.9,11.7,2.2,0.0,2.2,1.2,13.3,5.6,5.1,13.9,3.0,0.3,1.6,0.8,12.55,4.73,3.91,14.09,3.0,0.09,1.55,0.27,13.64,5.36,5.82,13.0,2.0,0.09,1.36,0.45,bundesliga2
4,Karlsruhe,5.55,6.5,A,A,4.6,6.5,6.5,4,5.0,15.4,4.9,6.3,11.1,3.0,0.0,2.0,1.1,13.4,5.7,4.5,10.6,2.2,0.0,2.1,0.8,10.82,3.45,5.36,10.36,2.18,0.0,1.73,0.73,14.18,5.36,5.45,9.36,2.36,0.0,1.73,1.0,bundesliga2
119,Kilmarnock,5.45,6.9,A,A,4.0,6.0,7.5,2.5,5.0,14.5,4.17,5.58,9.42,1.33,0.17,1.17,0.25,11.25,3.92,4.17,12.33,2.58,0.0,0.92,0.33,11.23,3.54,6.0,10.85,2.08,0.38,1.08,0.31,14.31,4.62,5.77,11.62,1.46,0.15,2.23,0.92,scotchamp
97,Kortrijk,4.45,5.9,A,A,3.0,3.5,7.5,0,5.0,12.23,3.85,6.15,9.85,2.08,0.15,0.85,0.38,12.0,4.54,4.62,10.0,2.31,0.15,1.46,0.69,9.67,2.75,4.67,9.67,2.42,0.08,0.75,0.33,16.67,5.75,6.25,10.33,2.08,0.0,2.33,0.75,jupiler
88,Las Palmas,4.2,5.9,A,A,2.5,6.0,5.5,2,4.5,13.75,4.5,4.58,12.83,3.25,0.08,1.25,0.42,12.08,3.67,3.58,14.0,3.33,0.42,1.42,0.5,8.5,3.58,3.42,11.58,2.67,0.08,1.17,0.33,17.75,5.83,6.92,11.67,1.42,0.08,2.0,1.0,laliga
132,Lazio,8.9,9.2,A,A,8.6,9.5,8.0,9.0,7.0,14.85,5.0,6.08,10.92,2.23,0.08,2.08,0.85,8.38,2.85,3.54,12.85,3.0,0.31,1.46,0.77,13.75,5.58,6.42,12.25,2.42,0.25,1.67,0.75,12.42,3.5,4.75,13.42,2.92,0.33,1.25,0.33,seriea
106,Le Havre,1.6,0.9,A,A,2.3,0,4.5,1.5,5.5,10.09,3.0,3.55,11.27,1.82,0.0,0.64,0.27,14.55,5.82,5.45,12.27,2.09,0.18,2.27,1.18,9.45,2.91,4.55,10.73,1.91,0.27,1.0,0.27,15.18,4.64,5.91,11.73,2.09,0.18,1.64,0.55,ligue1
133,Lecce,1.95,3.0,A,A,0.9,2,7.0,0,4.5,12.67,3.58,4.5,11.25,0.92,0.33,0.75,0.33,12.5,4.58,5.33,15.58,2.58,0.25,1.75,0.83,10.69,3.23,3.46,13.69,2.15,0.08,0.69,0.38,15.62,5.38,6.54,10.0,1.62,0.08,1.54,0.46,seriea
45,Leeds,9.0,9.9,A,A,8.1,10.0,9.5,8.0,8.5,18.62,6.88,8.75,10.56,1.31,0.0,2.62,1.12,5.25,1.75,2.62,13.44,1.94,0.06,0.44,0.19,15.12,4.88,6.06,11.0,1.81,0.0,1.5,0.62,7.31,2.31,3.69,11.69,1.69,0.06,0.75,0.5,championship
100,Leganes,1.8,1.9,A,A,1.7,1,5.5,1,4.5,7.75,2.5,2.33,13.17,1.92,0.33,1.0,0.33,14.33,4.75,4.92,13.33,2.08,0.08,1.58,0.5,8.0,3.08,3.08,13.33,2.08,0.08,0.83,0.5,17.33,4.92,8.33,13.0,1.67,0.0,1.33,0.5,laliga
29,Leicester,2.05,1.7,A,A,2.4,1,4.5,2,4.0,9.38,3.08,3.62,11.23,2.38,0.0,0.85,0.23,15.38,5.23,5.69,11.0,1.62,0.0,1.77,0.77,9.0,3.08,3.58,10.83,2.25,0.0,1.17,0.33,17.92,6.67,7.17,10.17,1.75,0.17,2.67,1.33,prem
119,Lens,6.8,6.1,A,A,7.5,6.0,6.5,8.0,5.5,14.82,4.64,6.45,14.36,2.45,0.36,0.91,0.45,9.0,3.55,2.64,9.73,1.73,0.0,1.09,0.09,13.91,4.45,4.64,16.09,2.82,0.18,1.36,0.82,12.18,4.18,4.55,10.55,1.73,0.0,0.91,0.55,ligue1
81,Leverkusen,8.4,9.7,A,A,7.1,10.0,8.5,7.0,7.5,18.08,7.0,7.92,9.17,2.0,0.08,2.42,1.25,8.08,3.25,2.58,10.33,2.42,0.08,1.25,0.67,13.1,4.8,5.1,8.8,1.4,0.0,2.0,1.5,12.3,4.9,4.2,10.7,1.5,0.0,1.2,0.5,bundesliga
51,Leyton Orient,7.55,7.8,A,A,7.3,7.5,8.0,7.0,7.5,13.07,4.73,6.0,11.4,1.93,0.0,1.27,0.67,7.93,2.47,4.4,10.6,1.73,0.07,0.67,0.53,8.54,3.54,4.23,12.77,2.85,0.0,1.62,0.92,9.69,3.08,3.54,8.77,1.31,0.0,1.15,0.31,leagueOne
117,Lille,7.9,7.9,A,A,7.9,8.0,7.5,8.0,7.5,12.91,5.0,4.73,12.27,1.91,0.0,1.91,0.82,9.18,3.73,4.09,11.55,1.73,0.09,1.27,0.73,13.82,5.18,5.45,12.18,2.73,0.09,1.36,0.55,9.91,3.64,4.45,10.82,2.09,0.55,0.73,0.27,ligue1
62,Lincoln,5.65,7.1,A,A,4.2,6.5,7.5,1.5,6,11.67,4.4,5.67,12.93,1.8,0.07,1.47,0.67,9.0,3.53,3.67,11.13,1.93,0.13,1.13,0.53,9.53,3.0,4.47,14.6,2.27,0.2,0.93,0.47,9.8,3.27,4.87,12.0,2.07,0.07,1.2,0.47,leagueOne
39,Liverpool,9.45,9.3,A,A,9.6,10.0,6.5,10.0,8.0,15.75,6.42,5.92,11.58,1.92,0.08,2.17,1.08,10.42,3.08,5.17,10.67,2.92,0.0,0.83,0.25,18.31,6.85,6.92,12.31,2.23,0.08,2.62,1.08,9.38,3.62,2.92,9.54,2.23,0.08,1.08,0.54,prem
52,Luton,2.75,4.6,A,A,0.9,4.0,7.0,0,4.5,12.56,3.94,6.94,12.25,1.75,0.06,1.12,0.44,11.69,4.19,4.38,13.75,2.12,0.06,1.12,0.31,9.5,3.06,4.88,12.62,2.12,0.25,0.75,0.56,14.38,5.81,5.56,9.81,1.88,0.0,2.12,0.94,championship
116,Lyon,5.95,7.7,A,A,4.2,8.0,6.5,3.5,7.0,14.2,6.6,5.9,9.8,1.4,0.0,2.0,0.8,12.7,5.1,5.0,9.3,1.7,0.2,1.1,0.2,11.5,4.5,5.58,11.33,1.5,0.0,1.67,0.67,12.58,5.0,4.5,12.33,2.08,0.0,1.33,0.75,ligue1
66,M'gladbach,3.65,4.6,A,A,2.7,4.5,5.0,2,5.5,12.82,5.18,5.27,11.0,2.0,0.09,2.0,1.09,15.45,5.45,4.36,10.36,1.82,0.09,1.18,0.55,11.64,4.91,4.55,10.55,1.36,0.0,1.18,0.36,15.09,4.91,5.09,11.18,1.18,0.0,1.73,0.45,bundesliga
65,MEANbundesliga,5.8,7.9,A,A,3.7,8.0,7.5,3.5,4.5,14.47,5.23,5.66,10.67,1.89,0.08,1.73,0.8,11.2,4.14,4.07,11.2,2.2,0.11,1.43,0.71,11.2,4.14,4.07,11.2,2.2,0.11,1.43,0.71,14.47,5.23,5.66,10.67,1.89,0.08,1.73,0.8,bundesliga
0,MEANbundesliga2,5.65,7.4,A,A,3.9,8.0,7.0,3,4.5,14.57,5.0,5.81,11.54,2.33,0.1,1.62,0.79,12.51,4.62,4.85,11.95,2.58,0.1,1.55,0.61,12.51,4.62,4.85,11.95,2.58,0.1,1.55,0.61,14.57,5.0,5.81,11.54,2.33,0.1,1.62,0.79,bundesliga2
40,MEANchampionship,4.8,6.7,A,A,2.9,6.5,7.5,2,6.5,13.46,4.51,5.93,10.94,1.73,0.04,1.45,0.65,10.32,3.4,4.49,11.87,2.05,0.06,1.02,0.44,10.32,3.4,4.49,11.87,2.05,0.06,1.02,0.44,13.46,4.51,5.93,10.94,1.73,0.04,1.45,0.65,championship
0,MEANered,5.45,7.9,A,A,3.0,8.0,7.5,2.5,5.0,14.55,5.14,5.79,9.86,1.3,0.09,1.72,0.77,11.69,4.2,4.41,10.31,1.67,0.08,1.31,0.56,11.69,4.2,4.41,10.31,1.67,0.08,1.31,0.56,14.55,5.14,5.79,9.86,1.3,0.09,1.72,0.77,ered
90,MEANjupiler,5.4,7.3,A,A,3.5,7.0,7.5,2,4.5,14.7,5.21,5.69,10.1,1.76,0.08,1.64,0.72,11.98,4.27,4.58,10.92,2.15,0.13,1.08,0.55,11.98,4.27,4.58,10.92,2.15,0.13,1.08,0.55,14.7,5.21,5.69,10.1,1.76,0.08,1.64,0.72,jupiler
84,MEANlaliga,4.75,6.6,A,A,2.9,6.5,7.0,2,6.5,12.81,4.47,5.19,12.28,2.28,0.1,1.48,0.67,10.46,3.42,4.11,12.67,2.48,0.11,1.14,0.44,10.46,3.42,4.11,12.67,2.48,0.11,1.14,0.44,12.81,4.47,5.19,12.28,2.28,0.1,1.48,0.67,laliga
44,MEANleagueOne,5.75,6.8,A,A,4.7,6.5,7.0,2,6.5,12.24,4.26,5.3,11.51,1.84,0.05,1.41,0.63,10.31,3.56,4.54,12.24,2.13,0.06,1.18,0.57,10.31,3.56,4.54,12.24,2.13,0.06,1.18,0.57,12.24,4.26,5.3,11.51,1.84,0.05,1.41,0.63,leagueOne
19,MEANleagueTwo,5.75,6.8,A,A,4.7,6.5,7.0,2,6.5,12.7,4.25,5.31,11.4,1.87,0.07,1.4,0.66,10.45,3.45,4.48,11.95,2.25,0.08,1.14,0.49,10.45,3.45,4.48,11.95,2.25,0.08,1.14,0.49,12.7,4.25,5.31,11.4,1.87,0.07,1.4,0.66,leagueTwo
105,MEANligue1,5.2,7.0,A,A,3.4,7.0,7.0,2.5,7.0,12.99,4.93,4.81,11.95,1.94,0.12,1.62,0.68,11.46,4.47,4.46,12.03,1.97,0.1,1.34,0.64,11.46,4.47,4.46,12.03,1.97,0.1,1.34,0.64,12.99,4.93,4.81,11.95,1.94,0.12,1.62,0.68,ligue1
120,MEANportugal,4.85,5.9,A,A,3.8,6.5,5.5,2,5.0,12.77,4.41,5.36,13.72,2.29,0.08,1.45,0.71,10.87,3.72,4.36,13.67,2.51,0.11,1.14,0.5,10.87,3.72,4.36,13.67,2.51,0.11,1.14,0.5,12.77,4.41,5.36,13.72,2.29,0.08,1.45,0.71,portugal
